uid,title,summary,teacher_avg_star_rating,subject,age_min,age_max,size_max,class_type,duration_weeks,weekly_meetings,duration_minutes,total_duration_minutes,price_dollars,section_uid,start_date,start_dow,start_hour_of_day,start_time,end_time,total_enrollments,meeting_1_start_time,meeting_1_end_time,meeting_2_start_time,meeting_2_end_time,meeting_3_start_time,meeting_3_end_time,meeting_4_start_time,meeting_4_end_time,meeting_5_start_time,meeting_5_end_time,meeting_6_start_time,meeting_6_end_time,meeting_7_start_time,meeting_7_end_time,meeting_8_start_time,meeting_8_end_time,meeting_9_start_time,meeting_9_end_time,meeting_10_start_time,meeting_10_end_time,meeting_11_start_time,meeting_11_end_time,meeting_12_start_time,meeting_12_end_time,meeting_13_start_time,meeting_13_end_time,meeting_14_start_time,meeting_14_end_time,meeting_15_start_time,meeting_15_end_time,meeting_16_start_time,meeting_16_end_time,meeting_17_start_time,meeting_17_end_time,meeting_18_start_time,meeting_18_end_time,meeting_19_start_time,meeting_19_end_time,meeting_20_start_time,meeting_20_end_time
d1220858-0956-4621-b488-8028b8b8b9a6,Bite Sized Biology: The Cell,In this class we will examine the basic building block of life.,4.8560000000000000,Science & Nature,8,12,6,one_time,1,1,55,55,11.0000000000000000,5512606e-a73f-4fd3-9df9-ba7b60e33e9d,2020-07-16T00:00:00.000-07:00,Thu,6.0,2020-07-16T06:00:00.000-07:00,2020-07-16T06:55:00.000-07:00,2,2020-07-16T06:00:00.000-07:00,2020-07-16T06:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c9ecf408-9f9f-42cd-8d11-6bc8f3a51b3e,Create your own Logo and Slogan - The Art and Business of Advertising ,"Learn how companies create logos and slogans to help sell their products.  The use of color and form in popular marketing campaigns will be discussed. Students will create a logo and slogan for a fun, new product (this image is an example of student work)",4.8498023715415020,Arts,9,14,11,camp,1,2,60,120,30.0000000000000000,f630c06c-fa9f-4657-9c10-c659e801503f,2020-07-15T00:00:00.000-07:00,Wed,7.0,2020-07-15T07:00:00.000-07:00,2020-07-17T08:00:00.000-07:00,2,2020-07-15T07:00:00.000-07:00,2020-07-15T08:00:00.000-07:00,2020-07-17T07:00:00.000-07:00,2020-07-17T08:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45a6401b-fc10-46fb-9b62-0dcf9324cb39,Master Addition and Subtraction with a Magic Trick,Join today & Multiply your child's success within one week.,4.2765957446808511,Math,5,7,8,camp,1,2,50,100,30.0000000000000000,ee125836-54e5-41ad-bad5-a51c39b63b95,2020-07-16T00:00:00.000-07:00,Thu,10.0,2020-07-16T10:00:00.000-07:00,2020-07-17T10:50:00.000-07:00,1,2020-07-16T10:00:00.000-07:00,2020-07-16T10:50:00.000-07:00,2020-07-17T10:00:00.000-07:00,2020-07-17T10:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77eed2a3-fd46-4231-9d1d-60157784292f,Descendants Dance Workshop,"In this one-time dance workshop, students will learn choreography to a song from one of the Disney's ""Descendants"" soundtrack! The class will feature step-by-step instruction using jazz and hip-hop techniques.",4.8148148148148148,Arts,8,11,9,one_time,1,1,50,50,16.0000000000000000,b48f6996-b172-49cb-be74-5a5ce4de9b48,2020-07-18T00:00:00.000-07:00,Sat,11.0,2020-07-18T11:00:00.000-07:00,2020-07-18T11:55:00.000-07:00,1,2020-07-18T11:00:00.000-07:00,2020-07-18T11:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88cc3d10-f2aa-42dd-95e5-972e25cb39c8,Architecture Business Camp in Minecraft: Develop Land & Make Profit (5-Session),Immerse yourself in the business side of real estate where you will design stunning buildings for clients and sell them for profit in this week-long camp. (Minecraft Java Edition for PC / Mac Only. NO iPad or Tablet.),4.7802197802197802,Arts,8,13,12,camp,1,5,90,450,65.0000000000000000,b9bf0154-8aa6-4b81-997a-4c843ba83e61,2020-07-13T00:00:00.000-07:00,Mon,17.0,2020-07-13T17:00:00.000-07:00,2020-07-17T18:30:00.000-07:00,1,2020-07-13T17:00:00.000-07:00,2020-07-13T18:30:00.000-07:00,2020-07-14T17:00:00.000-07:00,2020-07-14T18:30:00.000-07:00,2020-07-15T17:00:00.000-07:00,2020-07-15T18:30:00.000-07:00,2020-07-16T17:00:00.000-07:00,2020-07-16T18:30:00.000-07:00,2020-07-17T17:00:00.000-07:00,2020-07-17T18:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c00af608-0ea4-4bb2-977a-7a805d103669,Laughter Wellness: Choosing Laughter to Raise Mood and Health!,"Students will learn how to laugh for ""no reason"" through laughter exercises and proper breathing to increase endorphins and raise mood! ",4.8571428571428571,Health & Wellness,6,11,10,one_time,1,1,45,45,12.0000000000000000,6b0790b1-0070-441d-8458-7bec87f1f20a,2020-07-14T00:00:00.000-07:00,Tue,10.0,2020-07-14T10:00:00.000-07:00,2020-07-14T10:45:00.000-07:00,1,2020-07-14T10:00:00.000-07:00,2020-07-14T10:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a4f710a-8d4f-498a-905d-06a6417f0705,Percy Jackson Summer Camp (Age 7-11),"In this five day camp, students will create their own Demigod character, participate in Camp Half-Blood crafts, and discuss ""The Lightning Thief"".",4.7652173913043478,English,7,11,10,camp,1,5,50,250,75.0000000000000000,126354da-cada-4749-b232-5528a7bcf539,2020-07-13T00:00:00.000-07:00,Mon,16.0,2020-07-13T16:00:00.000-07:00,2020-07-17T16:50:00.000-07:00,1,2020-07-13T16:00:00.000-07:00,2020-07-13T16:50:00.000-07:00,2020-07-14T16:00:00.000-07:00,2020-07-14T16:50:00.000-07:00,2020-07-15T16:00:00.000-07:00,2020-07-15T16:50:00.000-07:00,2020-07-16T16:00:00.000-07:00,2020-07-16T16:50:00.000-07:00,2020-07-17T16:00:00.000-07:00,2020-07-17T16:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c5912ac-3c83-48bb-9563-d6e8099cd6ff,Camp Underground Art! Create & Draw a Whole Underground World,"In this four-day camp, students will create and draw a whole new world—that exists underground!",4.8652849740932642,Arts,8,11,9,camp,1,4,45,180,36.0000000000000000,e1676444-d869-4787-9f96-4f1a6a81ca7d,2020-07-13T00:00:00.000-07:00,Mon,13.0,2020-07-13T13:00:00.000-07:00,2020-07-16T13:45:00.000-07:00,1,2020-07-13T13:00:00.000-07:00,2020-07-13T13:45:00.000-07:00,2020-07-14T13:00:00.000-07:00,2020-07-14T13:45:00.000-07:00,2020-07-15T13:00:00.000-07:00,2020-07-15T13:45:00.000-07:00,2020-07-16T13:00:00.000-07:00,2020-07-16T13:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2ab4fde-7a58-429e-8265-0177ab053561,Game Design Camp in Roblox: Build and Code An Adventure Game (5-Session),"Combine four different game mechanics and design a fun adventure game where players can explore, harvest, sell, and upgrade items!",4.7802197802197802,Coding & Tech,11,15,8,camp,1,5,90,450,100.0000000000000000,0c3ee9db-e378-4aef-b823-57ea68d2862d,2020-07-13T00:00:00.000-07:00,Mon,13.0,2020-07-13T13:00:00.000-07:00,2020-07-17T14:30:00.000-07:00,1,2020-07-13T13:00:00.000-07:00,2020-07-13T14:30:00.000-07:00,2020-07-14T13:00:00.000-07:00,2020-07-14T14:30:00.000-07:00,2020-07-15T13:00:00.000-07:00,2020-07-15T14:30:00.000-07:00,2020-07-16T13:00:00.000-07:00,2020-07-16T14:30:00.000-07:00,2020-07-17T13:00:00.000-07:00,2020-07-17T14:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0c888ac-3996-440a-86fb-ce5c1333801a,“Dragon Camp: 4 Days of Amazing Artist  Adventures”,In this multi-day class amazing artists will create dynamic dragon projects in a variety of art mediums.,5.0000000000000000,Arts,7,11,6,camp,1,4,60,240,40.0000000000000000,c7af8744-7da7-43cd-a8f6-5a9a794d5b3f,2020-07-14T00:00:00.000-07:00,Tue,12.0,2020-07-14T12:00:00.000-07:00,2020-07-17T13:00:00.000-07:00,1,2020-07-14T12:00:00.000-07:00,2020-07-14T13:00:00.000-07:00,2020-07-15T12:00:00.000-07:00,2020-07-15T13:00:00.000-07:00,2020-07-16T12:00:00.000-07:00,2020-07-16T13:00:00.000-07:00,2020-07-17T12:00:00.000-07:00,2020-07-17T13:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3578e67c-aff3-4c25-b79c-bc4dd9c7d630,Drawing: Learn How to Draw an Animal Portrait - Jaguar,Students will learn how to sketch a jaguar portrait and develop the sketch into a realistic drawing with shading and blending techniques of color pencils.,4.7222222222222222,Arts,10,15,12,one_time,1,1,60,60,10.0000000000000000,735e6881-43af-463c-9ed6-e9ead0922c7a,2020-07-17T00:00:00.000-07:00,Fri,10.0,2020-07-17T10:00:00.000-07:00,2020-07-17T11:00:00.000-07:00,1,2020-07-17T10:00:00.000-07:00,2020-07-17T11:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7095cbc3-598d-42dd-872a-48fc2fc239c9,Stuart Little Book Club ,"In this four week class, we will read Stuart Little and do literary themed activities.",4.9043478260869565,English,6,11,6,short,4,1,45,45,40.0000000000000000,2aa373da-694f-41d7-8e8b-f9834bf7a61a,2020-07-14T00:00:00.000-07:00,Tue,7.0,2020-07-14T07:00:00.000-07:00,2020-08-04T07:45:00.000-07:00,1,2020-07-14T07:00:00.000-07:00,2020-07-14T07:45:00.000-07:00,2020-07-21T07:00:00.000-07:00,2020-07-21T07:45:00.000-07:00,2020-07-28T07:00:00.000-07:00,2020-07-28T07:45:00.000-07:00,2020-08-04T07:00:00.000-07:00,2020-08-04T07:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31c6e854-a9bf-4d78-a59a-39ac8fcf5b2d,Black Holes Dark and Deadly: Part 2,"*NOTE: THIS IS PART 2 OF THIS SERIES*
Imagine a place where nothing can escape. A place so big and dark that not even light can find its way out. I'll bet that sounds like a horror story, but what we're talking about is a black hole!",4.8387096774193548,Science & Nature,10,14,10,one_time,1,1,45,45,12.0000000000000000,a9c9f94d-f13d-4047-8d2e-30db7ad7ec66,2020-07-15T00:00:00.000-07:00,Wed,10.0,2020-07-15T10:00:00.000-07:00,2020-07-15T10:45:00.000-07:00,1,2020-07-15T10:00:00.000-07:00,2020-07-15T10:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ba9e52f-cefc-478c-8493-775cd9ec60d4,Let's Play the Stock Market!,"In this class students will learn how the stock market works, how companies offer stock, how to invest in stock, and how to follow the stock listings in the newspaper and online.",4.2978723404255319,Social Studies,9,14,18,short,2,1,50,50,35.0000000000000000,09fdbb17-647d-4e96-9b66-3eb9bf67ee29,2020-07-13T00:00:00.000-07:00,Mon,7.0,2020-07-13T07:00:00.000-07:00,2020-07-20T07:50:00.000-07:00,8,2020-07-13T07:00:00.000-07:00,2020-07-13T07:50:00.000-07:00,2020-07-20T07:00:00.000-07:00,2020-07-20T07:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06a31636-5b50-45b8-b8d0-2e5a06d7228f,Basic Guitar & Collaborative Songwriting,A recurring course where we will learn 2 guitar chords each class and write a song or jingle as a group,4.8461538461538462,Music,8,11,7,one_time,1,1,50,50,10.0000000000000000,8e4bcba4-58f9-4534-8861-50ce382c53c6,2020-07-13T00:00:00.000-07:00,Mon,11.0,2020-07-13T11:00:00.000-07:00,2020-07-13T11:50:00.000-07:00,1,2020-07-13T11:00:00.000-07:00,2020-07-13T11:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c45dd02-476b-4122-8f67-3c4a58a819a2,Drawing: Learn How to Draw a Reddish And Ripe Apple with Color Pencils,Students will learn how to sketch an apple with a pencil and develop the sketch with shading techniques. They will be using color pencils to execute their drawing with various tips for blending.,4.7222222222222222,Arts,10,15,12,one_time,1,1,60,60,10.0000000000000000,81495144-0791-4594-84e5-3b60e28d2552,2020-07-14T00:00:00.000-07:00,Tue,15.0,2020-07-14T15:00:00.000-07:00,2020-07-14T16:00:00.000-07:00,1,2020-07-14T15:00:00.000-07:00,2020-07-14T16:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e20aede1-163d-434d-a2a9-caa2247fd7de,Tu Ou Vous? Pronouns for Intermediate French Students,"In this one-time class, students will learn about French pronouns and how to use them. ",4.8258575197889182,World Languages,6,10,9,one_time,1,1,40,40,9.0000000000000000,0bbea6ea-f9eb-464f-89b0-685ba88a62dc,2020-07-13T00:00:00.000-07:00,Mon,7.0,2020-07-13T07:00:00.000-07:00,2020-07-13T07:40:00.000-07:00,1,2020-07-13T07:00:00.000-07:00,2020-07-13T07:40:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58280ee6-9ccf-42f4-9f71-fc1a33268b59,Interior Design: Practicing Putting Designs Together!,"In this four day course, students will learn about interior design styles, techniques, and get to put their creativity to the test. Students will search for inspiration images and ultimately design a room of their choosing!",4.9375000000000000,Arts,8,12,9,camp,1,4,30,120,35.0000000000000000,55716d8a-0755-4334-ad09-236afa470de6,2020-07-13T00:00:00.000-07:00,Mon,14.0,2020-07-13T14:00:00.000-07:00,2020-07-16T14:30:00.000-07:00,1,2020-07-13T14:00:00.000-07:00,2020-07-13T14:30:00.000-07:00,2020-07-14T14:00:00.000-07:00,2020-07-14T14:30:00.000-07:00,2020-07-15T14:00:00.000-07:00,2020-07-15T14:30:00.000-07:00,2020-07-16T14:00:00.000-07:00,2020-07-16T14:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c4d55b6-50cc-4eb7-81b9-7c7e3f362733,Wilderness Survival Skills 101 (age 9 to 12),Do you have what it takes to be a SURVIVOR? Learn basic techniques and skills to survive in the wilderness! ,4.8367346938775510,Life Skills,9,12,18,camp,1,3,45,135,48.0000000000000000,9e77ee09-a890-464a-b2d7-c0802a97d85f,2020-07-13T00:00:00.000-07:00,Mon,15.0,2020-07-13T15:00:00.000-07:00,2020-07-17T15:45:00.000-07:00,1,2020-07-13T15:00:00.000-07:00,2020-07-13T15:45:00.000-07:00,2020-07-15T15:00:00.000-07:00,2020-07-15T15:45:00.000-07:00,2020-07-17T15:00:00.000-07:00,2020-07-17T15:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6541d5f3-18dc-4323-ba9d-6a29a8e2660f,Spelling Detectives - Advanced Spelling with Logic,"Learn how to break down words into the sounds of speech, common prefixes and suffixes, Greek and Latin roots, and 28 reliable spelling rules. ",4.5483870967741935,English,11,15,10,short,2,5,55,275,170.0000000000000000,65e35f09-deac-423a-b57b-186307fc614e,2020-07-13T00:00:00.000-07:00,Mon,9.0,2020-07-13T09:00:00.000-07:00,2020-07-24T09:55:00.000-07:00,2,2020-07-13T09:00:00.000-07:00,2020-07-13T09:55:00.000-07:00,2020-07-14T09:00:00.000-07:00,2020-07-14T09:55:00.000-07:00,2020-07-15T09:00:00.000-07:00,2020-07-15T09:55:00.000-07:00,2020-07-16T09:00:00.000-07:00,2020-07-16T09:55:00.000-07:00,2020-07-17T09:00:00.000-07:00,2020-07-17T09:55:00.000-07:00,2020-07-20T09:00:00.000-07:00,2020-07-20T09:55:00.000-07:00,2020-07-21T09:00:00.000-07:00,2020-07-21T09:55:00.000-07:00,2020-07-22T09:00:00.000-07:00,2020-07-22T09:55:00.000-07:00,2020-07-23T09:00:00.000-07:00,2020-07-23T09:55:00.000-07:00,2020-07-24T09:00:00.000-07:00,2020-07-24T09:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,
7732f3a6-666e-4195-85e3-d929d19a2360,Stomping Through Story Time!,Join me as we sing and read about dinosaurs!,4.9838709677419355,English,3,5,6,one_time,1,1,25,25,8.0000000000000000,7d1ed0e2-02c5-453e-ba42-fa685d2b0963,2020-07-14T00:00:00.000-07:00,Tue,7.0,2020-07-14T07:00:00.000-07:00,2020-07-14T07:25:00.000-07:00,1,2020-07-14T07:00:00.000-07:00,2020-07-14T07:25:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc5ac647-0b5e-43d3-b43a-7fae90d7d9fb,Metric Measurement Conversions Made Easy,Students will learn how to use a Mnemonic to convert metric measurements with ease and confidence.,4.8987603305785124,Math,9,12,6,one_time,1,1,45,45,18.0000000000000000,ecf44431-b8ed-4f68-af5a-28dcfa3e9ee2,2020-07-14T00:00:00.000-07:00,Tue,14.0,2020-07-14T14:00:00.000-07:00,2020-07-14T14:45:00.000-07:00,1,2020-07-14T14:00:00.000-07:00,2020-07-14T14:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ede150fa-021c-47d0-9154-5bb54867a2eb,Coloring with Composers: John Williams (for ages 5-10),"Inspired by my beloved on-going class, this class will meet once to learn about John Williams and his music while coloring and listening to music! ",4.8907849829351536,Music,5,10,8,one_time,1,1,30,30,8.0000000000000000,95c196b5-5cf4-45bb-91d3-9284feb647bd,2020-07-13T00:00:00.000-07:00,Mon,12.0,2020-07-13T12:00:00.000-07:00,2020-07-13T12:30:00.000-07:00,1,2020-07-13T12:00:00.000-07:00,2020-07-13T12:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2dd32290-0fd1-474d-a6b4-f901b1d2c850,Summer Camp Math Trek: The Histories and Uses of Mathematical Symbols!,"This one-week course meets once a week, delving into the origins and application of mathematical symbols from the plus sign to summation and beyond! ",5.0000000000000000,Math,9,13,9,camp,1,4,55,220,55.0000000000000000,e9d323e2-3d38-4c19-ab36-4dec7c7b0311,2020-07-14T00:00:00.000-07:00,Tue,7.0,2020-07-14T07:00:00.000-07:00,2020-07-17T07:55:00.000-07:00,1,2020-07-14T07:00:00.000-07:00,2020-07-14T07:55:00.000-07:00,2020-07-15T07:00:00.000-07:00,2020-07-15T07:55:00.000-07:00,2020-07-16T07:00:00.000-07:00,2020-07-16T07:55:00.000-07:00,2020-07-17T07:00:00.000-07:00,2020-07-17T07:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2e24b4d0-f316-4d11-91b8-e1bc4dc1221f,YouTube Video Camp in Minecraft: Start Your Own YouTube Channel (5-Session),"Start your journey as a Youtube artist by capturing, editing, and producing a uniquely themed Minecraft video project in this week-long camp. (Minecraft Java Edition for PC / Mac Only. NO iPad or Tablet.)",4.7802197802197802,Arts,8,13,8,camp,1,5,90,450,100.0000000000000000,9eee7473-a5e6-42b0-bf1f-e3dff69728c6,2020-07-13T00:00:00.000-07:00,Mon,11.0,2020-07-13T11:00:00.000-07:00,2020-07-17T12:30:00.000-07:00,1,2020-07-13T11:00:00.000-07:00,2020-07-13T12:30:00.000-07:00,2020-07-14T11:00:00.000-07:00,2020-07-14T12:30:00.000-07:00,2020-07-15T11:00:00.000-07:00,2020-07-15T12:30:00.000-07:00,2020-07-16T11:00:00.000-07:00,2020-07-16T12:30:00.000-07:00,2020-07-17T11:00:00.000-07:00,2020-07-17T12:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c50beb0d-72f5-434e-b478-c03aa2ecbef6,Famous Museums: Ancient Artifact Camp (5-9),"Similar to my popular British Museum Field Trips, we will head to a new museum around the world each day and learn to interact with artifacts independently. Students encouraged to draw artifacts as we go!",4.6637931034482759,Social Studies,5,9,9,camp,1,5,55,275,55.0000000000000000,f620cbc2-dcc6-4f5d-8b81-da1e439a8d05,2020-07-13T00:00:00.000-07:00,Mon,9.0,2020-07-13T09:00:00.000-07:00,2020-07-17T09:55:00.000-07:00,1,2020-07-13T09:00:00.000-07:00,2020-07-13T09:55:00.000-07:00,2020-07-14T09:00:00.000-07:00,2020-07-14T09:55:00.000-07:00,2020-07-15T09:00:00.000-07:00,2020-07-15T09:55:00.000-07:00,2020-07-16T09:00:00.000-07:00,2020-07-16T09:55:00.000-07:00,2020-07-17T09:00:00.000-07:00,2020-07-17T09:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba7b47ed-8026-42e2-b1c5-dc0c82bee4ad,Star Wars Storm Trooper Sketch & Painting,"In this one time class, students will learn how to draw and paint a classic Star Wars character.",4.9166666666666667,Arts,9,14,12,one_time,1,1,55,55,15.0000000000000000,c48a89aa-4f2c-418e-b40e-9e8fc6c5d0ac,2020-07-13T00:00:00.000-07:00,Mon,6.0,2020-07-13T06:00:00.000-07:00,2020-07-13T06:55:00.000-07:00,1,2020-07-13T06:00:00.000-07:00,2020-07-13T06:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1556fee-0d82-497a-9812-21eb63790b5c,Horse Camp: Basic Veterinary Medicine,"In this multi-part class, students join a professional equestrian for an interactive lecture on how to identify and treat common equine ailments, and when to call the veterinarian.",4.7719298245614035,Science & Nature,7,12,18,camp,1,4,45,180,98.0000000000000000,537bb57e-3606-45e6-aea9-8d4d17869240,2020-07-15T00:00:00.000-07:00,Wed,15.0,2020-07-15T15:00:00.000-07:00,2020-07-18T15:45:00.000-07:00,1,2020-07-15T15:00:00.000-07:00,2020-07-15T15:45:00.000-07:00,2020-07-16T15:00:00.000-07:00,2020-07-16T15:45:00.000-07:00,2020-07-17T15:00:00.000-07:00,2020-07-17T15:45:00.000-07:00,2020-07-18T15:00:00.000-07:00,2020-07-18T15:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a94b7edd-d4d5-4f35-8c36-9f54f7165055,"Latin Level 1 for Kids - Building Onto ""Intro to Latin for Kids""","Strengthen your classical Latin pronunciation, begin to use verbs, speak in simple sentences, learn vocabulary, and further explore Latin roots In English as you have fun with your teacher and classmates in this fun five-week class.",4.8817204301075269,World Languages,9,10,9,short,5,1,50,50,50.0000000000000000,5a666cf5-04ba-4764-9dbe-20be63300c12,2020-07-14T00:00:00.000-07:00,Tue,9.0,2020-07-14T09:00:00.000-07:00,2020-08-11T09:50:00.000-07:00,1,2020-07-14T09:00:00.000-07:00,2020-07-14T09:50:00.000-07:00,2020-07-21T09:00:00.000-07:00,2020-07-21T09:50:00.000-07:00,2020-07-28T09:00:00.000-07:00,2020-07-28T09:50:00.000-07:00,2020-08-04T09:00:00.000-07:00,2020-08-04T09:50:00.000-07:00,2020-08-11T09:00:00.000-07:00,2020-08-11T09:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ae1f085f-8197-4efb-91f6-4ce86d56fbf7,Journeys Inside Your Body - Insider Stories Around Health - 10-Week Class,"In this ten-week series, we will take a voyage inside our fascinating body, learn about anatomy and physiology and how we can keep our body healthy, safe and happy. ..Science told in entertaining stories.",4.6296296296296296,Health & Wellness,6,10,6,semester,10,1,30,30,97.0000000000000000,928b427c-03eb-4a44-a261-f9ecd15cebf5,2020-07-14T00:00:00.000-07:00,Tue,9.0,2020-07-14T09:00:00.000-07:00,2020-09-15T09:30:00.000-07:00,1,2020-07-14T09:00:00.000-07:00,2020-07-14T09:45:00.000-07:00,2020-07-21T09:00:00.000-07:00,2020-07-21T09:45:00.000-07:00,2020-07-28T09:00:00.000-07:00,2020-07-28T09:45:00.000-07:00,2020-08-04T09:00:00.000-07:00,2020-08-04T09:45:00.000-07:00,2020-08-11T09:00:00.000-07:00,2020-08-11T09:45:00.000-07:00,2020-08-18T09:00:00.000-07:00,2020-08-18T09:45:00.000-07:00,2020-08-25T09:00:00.000-07:00,2020-08-25T09:45:00.000-07:00,2020-09-01T09:00:00.000-07:00,2020-09-01T09:45:00.000-07:00,2020-09-08T09:00:00.000-07:00,2020-09-08T09:45:00.000-07:00,2020-09-15T09:00:00.000-07:00,2020-09-15T09:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,
02df4d93-7cbc-4731-94f4-93454ed964ee,Intro to Scratch Coding part two,Students will create virtual projects using the design thinking process.,4.6067415730337079,Coding & Tech,8,13,11,camp,1,2,30,60,15.0000000000000000,e4285493-4371-4ed3-aefd-70dd52de5563,2020-07-13T00:00:00.000-07:00,Mon,15.0,2020-07-13T15:00:00.000-07:00,2020-07-14T15:30:00.000-07:00,2,2020-07-13T15:00:00.000-07:00,2020-07-13T15:30:00.000-07:00,2020-07-14T15:00:00.000-07:00,2020-07-14T15:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
baa5eca4-ad2c-4f43-850f-236da126ba1b,A Grammar Series: Nouns,"In this online class, students will listen to the story ""If You Were a Noun"" by Michael Dahl.   Students will learn to identify proper nouns and use them in writing.
",4.8805970149253731,English,6,8,9,one_time,1,1,45,45,15.0000000000000000,ca7a52a8-cfe5-4357-aef1-38d038c1a619,2020-07-17T00:00:00.000-07:00,Fri,12.0,2020-07-17T12:00:00.000-07:00,2020-07-17T12:45:00.000-07:00,1,2020-07-17T12:00:00.000-07:00,2020-07-17T12:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d015a0c3-1e22-444f-a8a6-f3298288c95e,Fine Dining 101:  Meal Etiquette and Manners ,"Students will not only learn and demonstrate proper dining etiquette, they will also learn how to properly set a table for a formal meal.",4.8409090909090909,Life Skills,8,13,9,short,2,1,30,30,30.0000000000000000,ced25950-ad9a-4133-9a34-9d4ac1fa907c,2020-07-13T00:00:00.000-07:00,Mon,11.0,2020-07-13T11:00:00.000-07:00,2020-07-20T11:30:00.000-07:00,2,2020-07-13T11:00:00.000-07:00,2020-07-13T11:30:00.000-07:00,2020-07-20T11:00:00.000-07:00,2020-07-20T11:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666f9dcb-071d-49eb-a402-9f4afad3d28e,Ukulele Boot Camp for Beginners Part 1 ,This class is for a beginner to the world of Ukulele.  If you ever wanted to learn the instrument this is the first stop!,4.8376623376623377,Music,7,12,15,camp,1,5,40,200,90.0000000000000000,b986997f-47fc-459f-9568-7272e1d824f0,2020-07-13T00:00:00.000-07:00,Mon,14.0,2020-07-13T14:00:00.000-07:00,2020-07-17T14:40:00.000-07:00,1,2020-07-13T14:00:00.000-07:00,2020-07-13T14:40:00.000-07:00,2020-07-14T14:00:00.000-07:00,2020-07-14T14:40:00.000-07:00,2020-07-15T14:00:00.000-07:00,2020-07-15T14:40:00.000-07:00,2020-07-16T14:00:00.000-07:00,2020-07-16T14:40:00.000-07:00,2020-07-17T14:00:00.000-07:00,2020-07-17T14:40:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aac3dd75-8168-4ad9-91ef-0eca3b1af7b1,Easy Guitar Essentials!,"Have fun learning guitar and playing songs you like!
",4.7868852459016393,Music,10,15,18,short,4,1,25,25,74.0000000000000000,5cd0b2ac-a03d-4d2b-b084-fc883ee9d727,2020-07-14T00:00:00.000-07:00,Tue,14.0,2020-07-14T14:00:00.000-07:00,2020-08-04T14:25:00.000-07:00,1,2020-07-14T14:00:00.000-07:00,2020-07-14T14:25:00.000-07:00,2020-07-21T14:00:00.000-07:00,2020-07-21T14:25:00.000-07:00,2020-07-28T14:00:00.000-07:00,2020-07-28T14:25:00.000-07:00,2020-08-04T14:00:00.000-07:00,2020-08-04T14:25:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
