uid,title,summary,teacher_avg_star_rating,subject,age_min,age_max,size_max,class_type,duration_weeks,weekly_meetings,duration_minutes,total_duration_minutes,price_dollars,section_uid,start_date,start_dow,start_hour_of_day,start_time,end_time,total_enrollments,meeting_1_start_time,meeting_1_end_time,meeting_2_start_time,meeting_2_end_time,meeting_3_start_time,meeting_3_end_time,meeting_4_start_time,meeting_4_end_time,meeting_5_start_time,meeting_5_end_time,meeting_6_start_time,meeting_6_end_time,meeting_7_start_time,meeting_7_end_time,meeting_8_start_time,meeting_8_end_time,meeting_9_start_time,meeting_9_end_time,meeting_10_start_time,meeting_10_end_time,meeting_11_start_time,meeting_11_end_time,meeting_12_start_time,meeting_12_end_time,meeting_13_start_time,meeting_13_end_time,meeting_14_start_time,meeting_14_end_time,meeting_15_start_time,meeting_15_end_time,meeting_16_start_time,meeting_16_end_time,meeting_17_start_time,meeting_17_end_time,meeting_18_start_time,meeting_18_end_time,meeting_19_start_time,meeting_19_end_time,meeting_20_start_time,meeting_20_end_time
d1a5f236-13b9-43ba-970d-81d6d8ddffe7,Anime and Manga Sketching Workshop: How to Draw Anime Faces,"Learn to draw expressive anime faces -- sketch your favorite anime or manga characters, or create your own. ",4.3333333333333333,Arts,10,14,10,one_time,1,1,60,60,15.0000000000000000,bcd60632-d405-4a62-8953-5512b98b0607,2020-07-14T00:00:00.000-07:00,Tue,14.0,2020-07-14T14:00:00.000-07:00,2020-07-14T15:00:00.000-07:00,1,2020-07-14T14:00:00.000-07:00,2020-07-14T15:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a688a49-7527-4a93-8aa1-fa6c61076e92,Film School in Two Months (Filmmaking 101) [Ages 9-14],"This is a crash course is filmmaking. Students will go through every step of the filmmaking process, culminating in finishing their very own short film.",4.8118811881188119,Arts,9,14,18,short,6,1,55,55,220.0000000000000000,28cbac55-5d10-44c8-8da0-45665a64d279,2020-07-15T00:00:00.000-07:00,Wed,15.0,2020-07-15T15:00:00.000-07:00,2020-08-19T15:55:00.000-07:00,1,2020-07-15T15:00:00.000-07:00,2020-07-15T15:55:00.000-07:00,2020-07-22T15:00:00.000-07:00,2020-07-22T15:55:00.000-07:00,2020-07-29T15:00:00.000-07:00,2020-07-29T15:55:00.000-07:00,2020-08-05T15:00:00.000-07:00,2020-08-05T15:55:00.000-07:00,2020-08-12T15:00:00.000-07:00,2020-08-12T15:55:00.000-07:00,2020-08-19T15:00:00.000-07:00,2020-08-19T15:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39c7d70a-8f90-422f-a68f-9aa7d77f0313,History of Ancient Egypt - Part I,"Crazy about Ancient Egypt?  Me too!  Join me as we study Ancient Egypt, through a look at the reigns of the Pharaohs, colossal monuments, learn to write hieroglyphs, the lives of 'everyday' Egyptians and so much more.",4.8474358974358974,Social Studies,10,13,18,camp,1,5,55,275,100.0000000000000000,3fc1d470-fe6d-40d8-bffa-f6221b90be79,2020-07-14T00:00:00.000-07:00,Tue,11.0,2020-07-14T11:00:00.000-07:00,2020-07-30T11:55:00.000-07:00,2,2020-07-14T11:00:00.000-07:00,2020-07-14T11:55:00.000-07:00,2020-07-16T11:00:00.000-07:00,2020-07-16T11:55:00.000-07:00,2020-07-21T11:00:00.000-07:00,2020-07-21T11:55:00.000-07:00,2020-07-23T11:00:00.000-07:00,2020-07-23T11:55:00.000-07:00,2020-07-28T11:00:00.000-07:00,2020-07-28T11:55:00.000-07:00,2020-07-30T11:00:00.000-07:00,2020-07-30T11:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79fe5444-b82c-4a99-8b87-adf29a6655ca,Stop Motion Animation in 70 Minutes: Learn How to Make Your Stories Come Alive!,"Learn how to create stop motion animation videos using the Stop Motion Studio app on an iPhone, iPad, iPod or Android Tablet and any materials of your own like action figures, clay, playdoh, Lego, models, paper cutouts, etc.",4.7523809523809524,Coding & Tech,9,13,16,one_time,1,1,70,70,39.0000000000000000,cfa43e51-6fbf-442d-b93f-02313399d2c9,2020-07-14T00:00:00.000-07:00,Tue,9.0,2020-07-14T09:30:00.000-07:00,2020-07-14T10:30:00.000-07:00,2,2020-07-14T09:30:00.000-07:00,2020-07-14T10:30:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47c0244d-042a-45e9-b3dc-2b5aaf70eaa3,"Second Grade Prep- Digraphs Ch, Sh, Th","In this one time class, students will review the consonant digraphs needed to decode, blend, build words, and read a fluency passage in preparation for 2nd Grade.",4.9380530973451327,English,6,8,6,one_time,1,1,25,25,10.0000000000000000,beeed48f-6be5-4afe-9cd6-ecedf13841e6,2020-07-14T00:00:00.000-07:00,Tue,12.0,2020-07-14T12:00:00.000-07:00,2020-07-14T12:25:00.000-07:00,1,2020-07-14T12:00:00.000-07:00,2020-07-14T12:25:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7def5bbb-5a32-40c3-bc70-dbe72d990e16,Black History From a Decolonized Perspective (Multi-Day),"In this 4 week course, students will learn about black history from a non-eurocentric perspective. ",4.5200000000000000,Social Studies,8,13,13,short,4,2,35,70,120.0000000000000000,653a4cf3-fa71-4cb4-8556-bab307f88df2,2020-07-15T00:00:00.000-07:00,Wed,13.0,2020-07-15T13:00:00.000-07:00,2020-08-07T13:45:00.000-07:00,1,2020-07-15T13:00:00.000-07:00,2020-07-15T13:45:00.000-07:00,2020-07-17T13:00:00.000-07:00,2020-07-17T13:45:00.000-07:00,2020-07-22T13:00:00.000-07:00,2020-07-22T13:45:00.000-07:00,2020-07-24T13:00:00.000-07:00,2020-07-24T13:45:00.000-07:00,2020-07-29T13:00:00.000-07:00,2020-07-29T13:45:00.000-07:00,2020-07-31T13:00:00.000-07:00,2020-07-31T13:45:00.000-07:00,2020-08-05T13:00:00.000-07:00,2020-08-05T13:45:00.000-07:00,2020-08-07T13:00:00.000-07:00,2020-08-07T13:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,
46aa2766-8fd5-4e6b-ba5e-0771e50c63be,DINOSAURS ROCK Fossil Adventure,"Join a DINOSAURS ROCK expert for a fun and educational Jurassic journey—complete with museum-quality, life-size and genuine specimens as the backdrop to exploring the world of dinosaurs and fossils.",4.7837837837837838,Science & Nature,4,9,18,one_time,1,1,35,35,25.0000000000000000,30ffde5c-c8fc-4207-860b-31b92d579d85,2020-07-16T00:00:00.000-07:00,Thu,10.0,2020-07-16T10:00:00.000-07:00,2020-07-16T10:35:00.000-07:00,1,2020-07-16T10:00:00.000-07:00,2020-07-16T10:35:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0c3a46c8-10b7-4f59-a2c0-6a61ea8d19b9,Introduction to Dungeons & Dragons (Updated 9.22),"We will learn the basics of the best RPG ever created, Dungeons & Dragons!",4.7123076923076923,Arts,8,13,14,one_time,1,1,55,55,15.0000000000000000,99dabfee-39e6-442e-9e97-a41ac39a3993,2020-07-15T00:00:00.000-07:00,Wed,10.0,2020-07-15T10:00:00.000-07:00,2020-07-15T10:55:00.000-07:00,1,2020-07-15T10:00:00.000-07:00,2020-07-15T10:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5edc7e19-f5bd-433a-a9f7-08c442fa98b0,Space Chasers - Rocket Racers - Galaxy Makers: Science & Art Camp,"In this 4 day camp, students will explore outer space through fun activities and create art projects.",4.8461538461538462,Science & Nature,6,11,8,camp,1,4,50,200,75.0000000000000000,be86fff7-6517-4281-8bd0-37c80dce34ac,2020-07-13T00:00:00.000-07:00,Mon,13.0,2020-07-13T13:30:00.000-07:00,2020-07-16T14:20:00.000-07:00,1,2020-07-13T13:30:00.000-07:00,2020-07-13T14:20:00.000-07:00,2020-07-14T13:30:00.000-07:00,2020-07-14T14:20:00.000-07:00,2020-07-15T13:30:00.000-07:00,2020-07-15T14:20:00.000-07:00,2020-07-16T13:30:00.000-07:00,2020-07-16T14:20:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b6528a2-bfef-44ba-820e-ab1dd2f33eae,"Other Stars, Other Worlds: Writing Fantasy & Science Fiction--1 Week Camp","Create a planet with aliens who have crazy, fun adventures while learning how to organize your thoughts and start writing longer pieces of fiction. ",4.8527131782945736,English,10,14,12,camp,1,5,50,250,75.0000000000000000,b4c7f10c-e9c5-49f7-b3e0-63d0d2a1325d,2020-07-13T00:00:00.000-07:00,Mon,11.0,2020-07-13T11:00:00.000-07:00,2020-07-17T12:00:00.000-07:00,2,2020-07-13T11:00:00.000-07:00,2020-07-13T12:00:00.000-07:00,2020-07-14T11:00:00.000-07:00,2020-07-14T12:00:00.000-07:00,2020-07-15T11:00:00.000-07:00,2020-07-15T12:00:00.000-07:00,2020-07-16T11:00:00.000-07:00,2020-07-16T12:00:00.000-07:00,2020-07-17T11:00:00.000-07:00,2020-07-17T12:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad559d56-8db6-48f3-96e3-9ff82d61a509,Architecture Around the World with Minecraft! (FLEX course / 6-weeks) ,Learn about the styles and history of architecture from countries around the world while creating your own architecture inspired builds in Minecraft!,4.7406679764243615,Arts,9,14,12,flex,6,0,55,0,70.0000000000000000,b8c3eee6-11c6-48f8-84df-98f322728ffa,2020-07-13T00:00:00.000-07:00,Mon,12.0,2020-07-13T12:00:00.000-07:00,2020-08-23T12:00:00.000-07:00,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d82fde65-080a-44f5-b67d-f2deb0f3a3af,3rd Grade Reading and Grammar Review," We will cover the Common Core Reading Standards for third grade. This class is taught two different ways, once a week for 5 weeks or twice a week for 3 weeks, ",4.9600000000000000,English,7,12,12,short,3,2,45,90,70.0000000000000000,97cf95c8-44a7-46d8-b332-6025cbcc4f0b,2020-07-13T00:00:00.000-07:00,Mon,14.0,2020-07-13T14:00:00.000-07:00,2020-07-30T14:45:00.000-07:00,1,2020-07-13T14:00:00.000-07:00,2020-07-13T14:45:00.000-07:00,2020-07-16T14:00:00.000-07:00,2020-07-16T14:45:00.000-07:00,2020-07-20T14:00:00.000-07:00,2020-07-20T14:45:00.000-07:00,2020-07-23T14:00:00.000-07:00,2020-07-23T14:45:00.000-07:00,2020-07-27T14:00:00.000-07:00,2020-07-27T14:45:00.000-07:00,2020-07-30T14:00:00.000-07:00,2020-07-30T14:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec5fa5af-5469-4504-925f-933485ddb0e9,The World's Cutest Animals,"A butterfly that looks (kind of) like a fairy, the world's smallest monkey, and more--come learn about some of the most adorable animals in the world!",4.9411480945489629,Science & Nature,3,7,6,one_time,1,1,30,30,7.0000000000000000,e32ed132-8428-4073-907f-cd02109dedc1,2020-07-16T00:00:00.000-07:00,Thu,13.0,2020-07-16T13:30:00.000-07:00,2020-07-16T14:00:00.000-07:00,2,2020-07-16T13:30:00.000-07:00,2020-07-16T14:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575678f-c075-47c7-b826-abef821098e6,Twisted Science: Draw While Learning About the Amazon Rainforest (Camp),"In this week-long camp students will learn about the layers of the rainforest and the plants and animals that live there, all while completing a drawing of a rainforest scene.",4.8544973544973545,Science & Nature,8,12,7,camp,1,5,50,250,60.0000000000000000,b8e36a75-49ab-4264-adbe-f7475e1186ea,2020-07-13T00:00:00.000-07:00,Mon,16.0,2020-07-13T16:00:00.000-07:00,2020-07-17T16:50:00.000-07:00,1,2020-07-13T16:00:00.000-07:00,2020-07-13T16:50:00.000-07:00,2020-07-14T16:00:00.000-07:00,2020-07-14T16:50:00.000-07:00,2020-07-15T16:00:00.000-07:00,2020-07-15T16:50:00.000-07:00,2020-07-16T16:00:00.000-07:00,2020-07-16T16:50:00.000-07:00,2020-07-17T16:00:00.000-07:00,2020-07-17T16:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9093daa0-358a-429d-860c-90f54d0db132,Creative Songwriting,In this ongoing course you will collaborate with classmates to create and produce original songs.,5.0000000000000000,Music,12,17,12,ongoing,4,1,60,60,12.0000000000000000,d643fda8-4ce4-4b88-9a07-3ff745b00bd2,2020-07-14T00:00:00.000-07:00,Tue,16.0,2020-07-14T16:00:00.000-07:00,2020-08-18T17:00:00.000-07:00,1,2020-07-14T16:00:00.000-07:00,2020-07-14T17:00:00.000-07:00,2020-07-21T16:00:00.000-07:00,2020-07-21T17:00:00.000-07:00,2020-07-28T16:00:00.000-07:00,2020-07-28T17:00:00.000-07:00,2020-08-04T16:00:00.000-07:00,2020-08-04T17:00:00.000-07:00,2020-08-11T16:00:00.000-07:00,2020-08-11T17:00:00.000-07:00,2020-08-18T16:00:00.000-07:00,2020-08-18T17:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37d3b7ad-ada8-48b6-bca2-f518f18060b6,Dogs 101: Taking Care of Your Favorite Furry Friend ,"In this one-time course, students will learn the basics of taking care of a dog!",4.7241379310344828,Life Skills,7,11,14,one_time,1,1,45,45,12.0000000000000000,ea26432b-6da6-42bf-b94c-56d8bce8faf1,2020-07-13T00:00:00.000-07:00,Mon,12.0,2020-07-13T12:00:00.000-07:00,2020-07-13T12:45:00.000-07:00,1,2020-07-13T12:00:00.000-07:00,2020-07-13T12:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52e72e68-6bbc-4e23-9981-cb1c455e3296,"""Spot on"" Sunflower Pointillism Painting or Drawing Inspired by George Seurat",Students will learn about George Seurat and his most famous painting “Island on the Grande Jatte” and  the art technique Pointillism.,4.9167404782993800,Arts,4,9,15,one_time,1,1,45,45,10.0000000000000000,bd7df9f7-05c0-4a8b-9c4b-9728159f7bde,2020-07-13T00:00:00.000-07:00,Mon,10.0,2020-07-13T10:00:00.000-07:00,2020-07-13T10:45:00.000-07:00,1,2020-07-13T10:00:00.000-07:00,2020-07-13T10:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75b10f03-6543-4a1d-acf2-c663c06fc255,Pre-Algebra is Elementary(1): Fun Algebra Concepts You Learned in Elementary School,"An Entry Level class intended for Beginning or Struggling students who are new to PreAlgebra, want additional help, or need a review of basic concepts they learned in elementary school. 1 of 4
*For students under 11 Please Contact Instructor*",4.9100000000000000,Math,11,14,5,camp,1,4,45,180,45.0000000000000000,55103d62-3114-426f-a8bb-7bb7c71353db,2020-07-13T00:00:00.000-07:00,Mon,11.0,2020-07-13T11:30:00.000-07:00,2020-07-16T12:15:00.000-07:00,2,2020-07-13T11:30:00.000-07:00,2020-07-13T12:15:00.000-07:00,2020-07-14T11:30:00.000-07:00,2020-07-14T12:15:00.000-07:00,2020-07-15T11:30:00.000-07:00,2020-07-15T12:15:00.000-07:00,2020-07-16T11:30:00.000-07:00,2020-07-16T12:15:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758ed090-c8ef-4dd4-be1b-a76a9dc83e11,Zoology of Minecraft: Super Sea Turtles! (Ages 12+),"Let's meet the sea turtles of Minecraft, and check out the real-life versions of these super swimmers!",4.8522072936660269,Science & Nature,12,17,6,one_time,1,1,60,60,10.0000000000000000,2fdee7e2-bba2-45a1-8043-520fd856ae79,2020-07-16T00:00:00.000-07:00,Thu,14.0,2020-07-16T14:00:00.000-07:00,2020-07-16T15:00:00.000-07:00,1,2020-07-16T14:00:00.000-07:00,2020-07-16T15:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14f4f03e-e030-4905-b3ed-a966c8a85e66,The Human Body--Cool and Gross! (Part Three),"In this one-time class, students will learn facts about their Skeletal System and Integumentary System.  ",4.7500000000000000,Science & Nature,8,12,9,one_time,1,1,55,55,12.0000000000000000,efca590d-8471-4988-a380-b640af334e1c,2020-07-14T00:00:00.000-07:00,Tue,10.0,2020-07-14T10:00:00.000-07:00,2020-07-14T10:55:00.000-07:00,1,2020-07-14T10:00:00.000-07:00,2020-07-14T10:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e2ab3f8f-1b3b-4986-99a7-1c1d556a4ec0,Interview a Spider! (Research and Presentation),"In this two day class, students will listen to an ""interview"" with a spider and then do their own research on a spider of their choice and present what they learned in the second class.",4.9000000000000000,Science & Nature,7,10,6,camp,1,2,25,50,20.0000000000000000,7dafbd32-41f5-44f5-8192-a0bb8a3ab96d,2020-07-14T00:00:00.000-07:00,Tue,8.0,2020-07-14T08:00:00.000-07:00,2020-07-16T08:25:00.000-07:00,1,2020-07-14T08:00:00.000-07:00,2020-07-14T08:25:00.000-07:00,2020-07-16T08:00:00.000-07:00,2020-07-16T08:25:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c68a0e6-201a-48c0-86d6-a6baa050b3c7,Elaborate!  The Art of Stretching Sentences.,In this one time class student will learn how to stretch their basic sentences into interesting sentences that catch the attention of the reader and bring their writing to life!,4.6875000000000000,English,8,11,10,one_time,1,1,60,60,14.0000000000000000,30e7ffeb-f832-4f5a-b313-0074e079807c,2020-07-14T00:00:00.000-07:00,Tue,11.0,2020-07-14T11:00:00.000-07:00,2020-07-14T11:55:00.000-07:00,1,2020-07-14T11:00:00.000-07:00,2020-07-14T11:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bfd5251-13f1-4616-b342-79f843551b2e,Stranded!  What Would I Need? - A Creative Writing Activity,"In this one hour class, students will write a paragraph describing the three things they would choose to take if their family took a vacation on a deserted island.",4.8593750000000000,English,8,11,8,one_time,1,1,60,60,14.0000000000000000,e2c2a993-2153-4aaa-9ace-46b33b156d71,2020-07-15T00:00:00.000-07:00,Wed,5.0,2020-07-15T05:00:00.000-07:00,2020-07-15T06:00:00.000-07:00,2,2020-07-15T05:00:00.000-07:00,2020-07-15T06:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1b3281f2-c977-43f1-9609-9c5ba3386716,Gratitude Journaling - Fight Stress & Anxiety With Thankfulness,Stress and anxiety can be overwhelming sometimes. Let’s meet together to fight it in one of the best-known ways - with gratitude!,4.8314606741573034,Life Skills,7,11,10,ongoing,1,1,25,25,7.0000000000000000,c6df6614-09f8-4eb1-bf91-23f804605b1f,2020-07-14T00:00:00.000-07:00,Tue,13.0,2020-07-14T13:30:00.000-07:00,2020-08-11T13:55:00.000-07:00,3,2020-07-14T13:30:00.000-07:00,2020-07-14T13:55:00.000-07:00,2020-07-21T13:30:00.000-07:00,2020-07-21T13:55:00.000-07:00,2020-07-28T13:30:00.000-07:00,2020-07-28T13:55:00.000-07:00,2020-08-04T13:30:00.000-07:00,2020-08-04T13:55:00.000-07:00,2020-08-11T13:30:00.000-07:00,2020-08-11T13:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3a7f9807-9fbc-49b2-9552-cfd8466cfccf,Getting it Together - Executive Function for Tweens & Teens,Introducing students to Executive Function skills and how to help themselves improve from their current status,4.6232876712328767,Life Skills,11,14,18,short,5,1,55,55,85.0000000000000000,967cca98-48b9-4c5c-940c-334d1c753ff2,2020-07-14T00:00:00.000-07:00,Tue,12.0,2020-07-14T12:00:00.000-07:00,2020-08-11T12:55:00.000-07:00,1,2020-07-14T12:00:00.000-07:00,2020-07-14T12:55:00.000-07:00,2020-07-21T12:00:00.000-07:00,2020-07-21T12:55:00.000-07:00,2020-07-28T12:00:00.000-07:00,2020-07-28T12:55:00.000-07:00,2020-08-04T12:00:00.000-07:00,2020-08-04T12:55:00.000-07:00,2020-08-11T12:00:00.000-07:00,2020-08-11T12:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e32bbe96-4cb0-4191-8ff8-107521766c29,Mario Math Extended 3,"In this class, we will help different Mario characters by adding, subtracting, counting, greater than, and less than.",4.9497206703910615,Math,6,8,3,camp,1,4,25,100,20.0000000000000000,941c9ef7-1456-4382-bd89-0416158b6148,2020-07-13T00:00:00.000-07:00,Mon,11.0,2020-07-13T11:30:00.000-07:00,2020-07-16T11:55:00.000-07:00,2,2020-07-13T11:30:00.000-07:00,2020-07-13T11:55:00.000-07:00,2020-07-14T11:30:00.000-07:00,2020-07-14T11:55:00.000-07:00,2020-07-15T11:30:00.000-07:00,2020-07-15T11:55:00.000-07:00,2020-07-16T11:30:00.000-07:00,2020-07-16T11:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cda2f863-c501-4d22-9a0d-ed63b28d7ff7,Group Voice Lessons - Elementary,Sing! Group Voice Lessons for Beginners - Ages 6-8,4.4411764705882353,Music,6,8,6,ongoing,1,1,25,25,15.0000000000000000,fb8f6123-7138-47e3-9548-fe32708e3328,2020-07-16T00:00:00.000-07:00,Thu,11.0,2020-07-16T11:00:00.000-07:00,2020-08-06T11:25:00.000-07:00,1,2020-07-16T11:00:00.000-07:00,2020-07-16T11:25:00.000-07:00,2020-07-23T11:00:00.000-07:00,2020-07-23T11:25:00.000-07:00,2020-07-30T11:00:00.000-07:00,2020-07-30T11:25:00.000-07:00,2020-08-06T11:00:00.000-07:00,2020-08-06T11:25:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bda0b934-252e-40c1-aefa-a70a6a458887,Creatures of the Cretaceous: Dinos and More!,"Let's travel back in time to the Cretaceous period! In this 8-session course, we will spotlight the most amazing creatures from this period, such as T. Rex, Triceratops, Quetzalcoatlus, and Mosasaur, and add them to your Cretaceous book.",4.9230769230769231,Science & Nature,5,8,7,semester,8,1,45,45,75.0000000000000000,dd5b72df-3f2a-43c0-996d-f3534a783807,2020-07-15T00:00:00.000-07:00,Wed,11.0,2020-07-15T11:00:00.000-07:00,2020-09-02T11:45:00.000-07:00,1,2020-07-15T11:00:00.000-07:00,2020-07-15T11:45:00.000-07:00,2020-07-22T11:00:00.000-07:00,2020-07-22T11:45:00.000-07:00,2020-07-29T11:00:00.000-07:00,2020-07-29T11:45:00.000-07:00,2020-08-05T11:00:00.000-07:00,2020-08-05T11:45:00.000-07:00,2020-08-12T11:00:00.000-07:00,2020-08-12T11:45:00.000-07:00,2020-08-19T11:00:00.000-07:00,2020-08-19T11:45:00.000-07:00,2020-08-26T11:00:00.000-07:00,2020-08-26T11:45:00.000-07:00,2020-09-02T11:00:00.000-07:00,2020-09-02T11:45:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,
117b54bb-0b97-44b7-bb7d-825f07cd828b,Dragonology Adventure Quest Camp: A message from Hiccup,"Inspired by the “How to Train your Dragon” books, learners enter the world of the story to rescue Hiccup from a cave of mirrors where he is trapped by the evil witch Excellinor and her son - Alvin the Treacherous - Hiccup’s arch-nemesis.",4.7894736842105263,English,8,10,9,camp,1,5,60,300,60.0000000000000000,5f86c82c-bf07-4b0e-aa52-73e7bd1659e6,2020-07-13T00:00:00.000-07:00,Mon,9.0,2020-07-13T09:00:00.000-07:00,2020-08-10T10:00:00.000-07:00,1,2020-07-13T09:00:00.000-07:00,2020-07-13T10:00:00.000-07:00,2020-07-21T09:00:00.000-07:00,2020-07-21T10:00:00.000-07:00,2020-07-27T09:00:00.000-07:00,2020-07-27T10:00:00.000-07:00,2020-08-03T09:00:00.000-07:00,2020-08-03T10:00:00.000-07:00,2020-08-10T09:00:00.000-07:00,2020-08-10T10:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df30971b-6089-4568-8326-e361642bf174,History Game Show: The American Civil War Part 1,In this ONE time class students will learn about the American Civil War and test their knowledge against each other in a fun Game Show format,4.7931034482758621,Social Studies,10,14,6,one_time,1,1,45,45,8.0000000000000000,20f22318-af49-480f-b69a-12ff0282157c,2020-07-13T00:00:00.000-07:00,Mon,10.0,2020-07-13T10:30:00.000-07:00,2020-07-13T11:15:00.000-07:00,1,2020-07-13T10:30:00.000-07:00,2020-07-13T11:15:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78e16452-a9ec-4d4e-adc6-225f6de637d3,Lego Architecture: Bridges,"In this one-time course, students will learn about basic bridge design and build Lego bridges demonstrating what they learn.",4.8768328445747801,Science & Nature,7,11,9,one_time,1,1,40,40,14.0000000000000000,f2440d71-a806-40fa-b8b6-d9bb82f33f1a,2020-07-17T00:00:00.000-07:00,Fri,12.0,2020-07-17T12:30:00.000-07:00,2020-07-17T13:10:00.000-07:00,2,2020-07-17T12:30:00.000-07:00,2020-07-17T13:10:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ad213a2d-de1b-4dad-84f4-643bd9f29ba8,Shopping in Diagon Alley! (Harry Potter Themed Money Class),"In this one-time class, students will practice adding and subtracting prices, while buying all of their supplies for their first year at Hogwarts! ",4.8107638888888889,Math,8,13,15,one_time,1,1,60,60,18.0000000000000000,ada51789-9c8e-4fd5-afd1-6087a9c2569a,2020-07-17T00:00:00.000-07:00,Fri,11.0,2020-07-17T11:00:00.000-07:00,2020-07-17T12:00:00.000-07:00,4,2020-07-17T11:00:00.000-07:00,2020-07-17T12:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3125088c-34b6-469b-9cf4-f8c9f610bd95,Stop Motion Animation for Beginners,Learn how to create stop motion animation videos using an app on a smartphone or tablet.,4.5872576177285319,Coding & Tech,7,12,18,one_time,1,1,60,60,40.0000000000000000,678b6dfe-5e23-4653-baab-a4461311bd4b,2020-07-14T00:00:00.000-07:00,Tue,7.0,2020-07-14T07:00:00.000-07:00,2020-07-14T08:00:00.000-07:00,3,2020-07-14T07:00:00.000-07:00,2020-07-14T08:00:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71383096-29c7-4e58-9e66-bd77a3d2bae2,Are You Ready To Be a Detective?,Practice your deduction skills with these fun mysteries. ,4.7984615384615385,English,9,12,9,one_time,1,1,50,50,13.0000000000000000,11ac302a-4c2b-465a-bed8-cf0ef48919be,2020-07-14T00:00:00.000-07:00,Tue,9.0,2020-07-14T09:00:00.000-07:00,2020-07-14T09:50:00.000-07:00,3,2020-07-14T09:00:00.000-07:00,2020-07-14T09:50:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86e91bb1-4dc1-45b6-af2c-3167933506c8,Acting For Tweens,This class is an introduction into the acting world for Tweens.,4.5517241379310345,Arts,9,12,8,short,2,2,55,110,55.0000000000000000,5b932cf8-b1c1-4e40-adae-19c6e0f99e45,2020-07-14T00:00:00.000-07:00,Tue,11.0,2020-07-14T11:00:00.000-07:00,2020-07-23T11:55:00.000-07:00,1,2020-07-14T11:00:00.000-07:00,2020-07-14T11:55:00.000-07:00,2020-07-16T11:00:00.000-07:00,2020-07-16T11:55:00.000-07:00,2020-07-21T11:00:00.000-07:00,2020-07-21T11:55:00.000-07:00,2020-07-23T11:00:00.000-07:00,2020-07-23T11:55:00.000-07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
